Python,Java,C++,JavaScript,C#,PHP,Software_Development_Experience,Database_Management,Networking_Skills,Web_Development_Experience,Communication_Skills,Problem_Solving_Abilities,Teamwork_Collaboration,Time_Management,Adaptability,GPA,Personal_Interests,Internship_Experience,Leadership_Experience,Career_Goals
2,2,6,9,0,4,0,6,4,0,8,3,6,9,0,2.973938266,Music,No,No,Computer Programmer
7,3,5,5,3,8,7,2,2,0,7,1,1,8,3,2.146982715,Reading,No,Yes,Artificial Intelligence Engineer
9,9,8,0,7,9,0,4,1,3,1,3,8,7,2,4.356164715,Music,No,No,Full Stack Developer
0,7,0,2,9,7,1,6,8,1,5,8,1,2,0,2.973938266,Sports,No,Yes,Digital Marketing Specialist
5,0,6,9,5,8,9,7,2,7,5,9,3,8,1,2.146982715,CodingOthers,Yes,No,Software Tester
5,4,1,6,8,8,3,6,2,1,0,1,8,1,3,4.356164715,Music,Yes,Yes,Computer and Information Research Scientist
6,6,7,4,8,8,2,0,0,6,5,6,2,3,2,2.973938266,Traveling,No,No,Technical Support Engineer
1,3,3,4,6,5,6,5,9,4,2,5,1,4,1,4.356164715,Music,No,Yes,Computer Hardware Engineer
2,6,2,8,3,3,5,0,3,8,4,1,2,2,9,2.146982715,Traveling,No,Yes,Computer Science Teacher
4,1,5,4,1,4,5,5,8,0,3,4,3,3,2,2.973938266,CodingOthers,Yes,Yes,Cybersecurity Analyst
5,5,6,5,6,0,7,6,6,9,2,7,6,5,9,2.146982715,Traveling,Yes,Yes,Software Engineer
4,4,7,7,9,4,6,7,2,4,8,6,8,6,3,3.974984822,Reading,Yes,No,IT Support Specialist
2,5,0,0,0,0,2,2,0,6,7,2,4,0,5,3.974984822,Gaming,Yes,No,IT Project Manager
9,9,8,6,7,9,5,6,7,8,1,1,8,2,4,2.973938266,Traveling,Yes,No,Technical Writer
6,2,4,9,5,6,2,0,3,9,8,2,3,8,0,4.356164715,Reading,Yes,Yes,IT Project Manager
5,9,5,1,9,9,0,1,5,1,5,3,4,9,2,4.356164715,Gaming,Yes,Yes,IT Consultant
8,2,0,2,7,8,6,2,3,2,3,0,7,8,0,4.356164715,Gaming,Yes,Yes,Database Administrator
0,4,3,0,6,5,8,0,1,0,0,7,0,7,0,2.146982715,Music,Yes,No,Quality Assurance Engineer
5,7,7,0,6,8,9,4,5,6,8,3,8,2,4,3.974984822,Music,Yes,No,Computer Science Teacher
1,8,0,3,6,7,4,8,4,6,2,8,5,5,6,3.974984822,CodingOthers,Yes,No,Cloud Architect
9,6,0,7,5,0,7,0,3,4,8,4,0,3,9,2.146982715,Traveling,Yes,No,Mobile App Developer
3,5,5,1,7,8,8,5,0,7,5,8,1,2,1,2.973938266,Sports,Yes,No,Computer and Information Research Scientist
7,7,4,1,3,1,1,5,1,1,9,8,0,1,7,2.146982715,Reading,Yes,No,Digital Marketing Specialist
4,2,3,1,4,6,4,3,6,6,1,5,5,7,1,2.973938266,Gaming,No,Yes,Cloud Architect
1,5,1,9,2,7,0,6,6,8,0,5,8,7,5,2.973938266,Music,No,Yes,Full Stack Developer
8,4,6,3,5,0,0,3,7,2,4,3,8,0,3,4.356164715,Gaming,No,No,Embedded Systems Engineer
5,8,3,7,8,5,3,2,1,5,2,1,5,7,8,4.356164715,CodingOthers,Yes,Yes,Front End Developer
1,3,4,3,8,9,5,8,6,0,9,1,5,5,2,2.146982715,Music,No,Yes,Software Engineer
1,8,2,4,8,0,6,6,8,7,7,0,9,7,9,2.146982715,Gaming,Yes,Yes,UI/UX Designer
4,5,5,2,4,2,5,6,0,4,1,3,4,1,6,2.146982715,Reading,No,Yes,Computer Systems Manager
0,5,2,5,9,5,5,5,6,4,9,6,3,2,2,2.146982715,Music,Yes,No,Cybersecurity Analyst
0,1,5,0,6,9,7,2,9,2,2,5,5,3,1,2.973938266,Traveling,Yes,Yes,Computer and Information Systems Manager
4,8,6,7,5,6,4,5,1,7,7,2,7,4,1,3.974984822,CodingOthers,No,Yes,IT Project Manager
0,0,5,3,0,7,5,8,8,1,9,7,1,0,9,2.146982715,CodingOthers,Yes,No,Blockchain Developer
1,4,5,7,1,7,0,2,5,0,5,9,2,1,0,4.356164715,CodingOthers,No,Yes,Computer and Information Systems Manager
3,9,1,3,9,5,8,9,3,4,4,5,9,3,7,2.973938266,Traveling,Yes,Yes,Computer Systems Manager
8,2,0,8,9,2,1,0,3,5,9,6,2,9,5,2.146982715,CodingOthers,No,Yes,Software Engineer
5,2,7,2,7,7,7,1,1,1,7,5,4,2,2,2.146982715,Music,Yes,No,Back End Developer
9,5,8,5,5,7,6,1,0,7,4,0,3,0,8,2.146982715,CodingOthers,Yes,No,Computer Science Teacher
6,6,7,2,6,6,2,0,4,0,6,4,4,8,7,2.146982715,Gaming,No,No,Machine Learning Engineer
4,1,5,9,2,4,0,6,0,4,7,5,7,5,7,2.146982715,Reading,Yes,Yes,Digital Marketing Specialist
3,2,8,6,4,2,2,8,9,8,9,4,0,1,9,3.974984822,Reading,Yes,No,Embedded Systems Engineer
7,6,3,8,9,8,1,3,7,8,9,9,4,8,3,2.146982715,Sports,Yes,Yes,Network Administrator
9,5,7,7,3,2,4,1,0,4,3,9,4,8,8,2.973938266,Traveling,No,Yes,Cloud Architect
0,2,5,6,4,5,8,7,0,5,7,7,7,6,1,4.356164715,CodingOthers,No,Yes,Software Engineer
2,8,1,2,3,7,5,1,3,4,3,9,4,4,4,4.356164715,Music,No,Yes,IT Consultant
4,1,3,7,8,4,6,8,3,7,0,4,4,5,9,2.146982715,Music,No,No,Game Developer
5,4,8,1,9,8,5,7,8,5,7,4,9,3,3,4.356164715,Gaming,No,No,Computer Hardware Engineer
3,8,8,8,2,9,2,7,5,8,0,4,1,9,3,2.146982715,CodingOthers,Yes,No,Data Scientist
3,8,1,5,6,9,2,2,4,3,5,9,7,8,4,3.974984822,Traveling,Yes,Yes,Research Scientist
8,2,8,5,9,9,0,4,2,9,1,0,5,6,5,4.356164715,Traveling,Yes,No,Machine Learning Engineer
7,1,2,8,6,1,2,2,2,8,6,9,2,0,8,4.356164715,Traveling,No,Yes,Game Developer
5,6,8,3,6,4,5,7,9,2,5,7,3,3,6,3.974984822,Reading,No,Yes,Front End Developer
5,7,0,0,8,5,5,9,9,5,2,0,7,6,9,4.356164715,Traveling,Yes,Yes,Cybersecurity Analyst
5,3,0,5,3,7,4,0,9,0,5,0,2,6,8,2.146982715,CodingOthers,No,Yes,Computer and Information Systems Manager
9,4,8,7,2,1,0,6,9,6,8,7,7,4,4,3.974984822,Reading,Yes,No,Cybersecurity Analyst
2,9,6,5,5,6,6,6,2,5,3,9,2,0,3,3.974984822,Music,Yes,Yes,Computer Programmer
5,4,1,6,7,6,5,6,5,3,3,8,0,7,1,2.146982715,CodingOthers,No,No,Back End Developer
4,6,5,7,5,5,3,6,5,1,9,6,5,3,4,4.356164715,Gaming,No,Yes,Technical Writer
3,2,6,6,0,9,9,3,1,2,0,3,8,7,9,4.356164715,CodingOthers,No,No,Technical Support Engineer
4,9,1,9,0,6,8,0,9,9,6,4,9,9,7,3.974984822,CodingOthers,Yes,Yes,IT Support Specialist
0,1,7,3,2,2,4,6,2,0,7,3,1,4,8,3.974984822,Reading,Yes,Yes,Business Intelligence Analyst
6,1,4,4,2,3,3,5,6,0,3,2,0,4,7,3.974984822,Traveling,Yes,Yes,Mobile App Developer
5,6,8,4,8,1,0,3,1,5,8,4,9,1,1,4.356164715,Sports,No,Yes,Software Engineer
5,6,1,8,1,1,6,6,7,2,1,7,2,8,1,4.356164715,Sports,Yes,Yes,Web Developer
0,5,7,0,4,6,3,8,7,3,7,3,1,1,2,2.973938266,CodingOthers,No,Yes,IT Consultant
3,0,3,1,7,1,4,6,7,1,3,1,5,4,9,2.973938266,Sports,No,No,Computer Programmer
5,2,4,9,1,5,1,6,7,7,5,3,1,8,9,3.974984822,CodingOthers,No,Yes,Computer Science Teacher
9,6,9,9,0,2,6,9,6,1,1,5,4,0,4,2.146982715,Sports,Yes,Yes,Business Intelligence Analyst
2,5,5,6,7,4,7,7,6,8,2,2,4,9,1,4.356164715,Music,No,No,DevOps Engineer
0,1,3,4,2,5,0,3,2,5,5,4,4,3,3,3.974984822,Gaming,No,No,Computer Systems Manager
0,0,9,9,8,8,3,1,3,4,1,0,4,5,5,2.973938266,Gaming,Yes,No,IT Support Specialist
5,9,6,1,4,4,7,1,6,4,8,4,6,5,3,4.356164715,CodingOthers,No,Yes,Game Developer
5,3,4,0,3,6,6,2,1,9,9,2,8,2,1,3.974984822,Sports,No,No,Computer and Information Research Scientist
3,8,6,0,3,2,9,3,2,3,9,7,3,1,8,3.974984822,Traveling,Yes,No,Software Engineer
8,2,1,6,4,7,4,2,0,4,4,0,0,2,8,2.146982715,Reading,Yes,No,Game Developer
8,0,6,9,7,8,7,2,4,5,4,7,1,8,0,2.973938266,Sports,No,No,Computer and Information Systems Manager
4,7,2,7,8,5,6,7,2,4,3,4,8,2,9,4.356164715,Sports,Yes,Yes,UI/UX Designer
0,2,3,5,3,6,6,8,4,5,4,6,0,2,6,3.974984822,Gaming,No,No,Mobile App Developer
8,8,9,0,8,1,5,2,9,3,8,5,3,9,2,2.146982715,Sports,No,No,Cybersecurity Analyst
3,1,5,3,1,3,4,8,6,0,9,4,5,6,4,2.146982715,CodingOthers,Yes,Yes,Computer Systems Manager
6,3,4,8,1,6,8,9,7,1,1,9,1,2,7,2.146982715,Music,Yes,No,Computer and Information Systems Manager
3,9,4,3,2,3,6,3,1,8,1,3,9,2,3,3.974984822,Sports,Yes,No,Machine Learning Engineer
8,3,4,0,4,1,2,4,3,6,1,6,3,0,3,4.356164715,Reading,Yes,No,IT Sales Professional
4,2,7,4,2,1,6,3,8,8,6,3,3,8,4,2.146982715,Sports,No,No,DevOps Engineer
6,3,1,9,1,3,1,4,2,8,8,0,5,9,1,2.146982715,Traveling,Yes,Yes,DevOps Engineer
4,8,4,8,1,8,4,5,1,6,0,6,8,6,6,2.146982715,Sports,No,Yes,IT Consultant
4,7,9,5,9,4,8,3,4,6,7,0,5,4,5,2.973938266,Reading,Yes,No,Front End Developer
9,3,1,7,8,2,1,9,3,4,7,8,8,9,3,2.973938266,Reading,No,No,Mobile App Developer
4,8,9,9,9,3,5,0,7,3,9,4,2,8,5,2.146982715,Sports,No,Yes,Computer and Information Systems Manager
3,8,2,9,7,4,8,9,5,6,0,4,1,0,9,3.974984822,Sports,Yes,No,Computer Programmer
6,9,6,7,4,0,0,0,3,3,2,2,7,9,1,3.974984822,Music,No,Yes,Artificial Intelligence Engineer
9,5,9,6,2,7,5,7,4,3,4,5,3,5,8,3.974984822,Reading,No,No,IT Project Manager
5,7,5,1,2,8,4,6,0,9,7,8,2,6,2,2.973938266,CodingOthers,No,Yes,Computer Hardware Engineer
2,4,0,5,0,5,7,6,0,7,7,1,0,5,7,3.974984822,Music,Yes,No,IT Consultant
9,0,2,4,9,7,4,4,3,5,3,7,5,1,3,3.974984822,Music,No,No,Data Scientist
1,6,2,2,7,5,0,9,8,4,1,5,8,9,6,2.973938266,CodingOthers,No,Yes,Research Scientist
8,7,7,2,1,1,1,2,7,4,9,6,9,3,1,2.146982715,Gaming,No,Yes,Front End Developer
4,8,5,5,1,2,2,4,4,9,8,4,6,8,7,4.356164715,CodingOthers,No,Yes,Research Scientist
9,9,2,4,8,3,6,4,3,4,7,9,0,4,1,4.356164715,Traveling,Yes,Yes,UI/UX Designer
1,9,6,9,1,7,4,7,4,7,4,3,6,8,6,2.973938266,Gaming,No,No,Computer Systems Manager
9,7,5,6,0,0,7,6,6,8,3,2,1,8,6,2.973938266,CodingOthers,No,No,IT Project Manager
0,1,7,7,1,7,4,0,0,6,8,0,6,2,3,2.973938266,Reading,No,No,Computer Science Teacher
8,4,9,2,7,7,5,7,6,2,9,8,8,4,2,2.146982715,Gaming,No,Yes,Computer and Information Research Scientist
6,0,4,2,5,5,7,7,1,6,2,8,0,8,7,3.974984822,Music,Yes,Yes,Quality Assurance Engineer
1,9,7,7,0,9,4,4,6,0,0,7,9,8,8,2.146982715,CodingOthers,Yes,Yes,Quality Assurance Engineer
1,6,2,7,0,4,2,7,8,3,1,5,3,7,9,3.974984822,Music,Yes,Yes,Computer Network Architect
2,2,1,3,1,8,8,7,3,6,4,7,4,9,9,4.356164715,Music,No,No,Computer and Information Research Scientist
9,6,2,6,9,3,2,2,6,3,1,7,8,8,5,3.974984822,Reading,Yes,Yes,UI/UX Designer
3,0,4,1,1,7,2,0,3,0,3,0,9,0,2,2.973938266,Music,No,No,Computer Hardware Engineer
2,0,1,2,0,6,9,5,2,5,6,0,6,3,6,2.146982715,Music,Yes,No,Data Scientist
7,1,6,2,1,1,3,7,8,9,8,3,1,8,3,2.973938266,Gaming,No,No,IT Sales Professional
6,3,0,7,2,8,8,0,3,2,4,1,5,0,0,2.973938266,Music,Yes,Yes,Game Developer
1,1,4,7,3,0,4,1,5,1,7,9,0,0,2,2.146982715,Reading,No,Yes,Computer and Information Systems Manager
4,9,9,5,5,2,1,3,3,5,1,2,5,2,8,3.974984822,Music,Yes,No,Technical Support Engineer
2,1,2,0,7,2,7,1,3,5,3,3,1,7,6,2.973938266,Reading,No,Yes,Front End Developer
5,3,1,3,1,0,9,6,7,1,4,1,5,2,7,2.973938266,Music,No,Yes,Technical Writer
1,5,5,9,7,7,2,3,2,9,0,3,8,9,2,2.973938266,Sports,No,Yes,Computer and Information Research Scientist
4,1,4,1,7,3,3,7,6,3,5,8,3,7,1,3.974984822,Gaming,Yes,Yes,IT Support Specialist
7,5,2,5,1,0,7,1,6,6,3,5,7,0,2,2.146982715,Reading,Yes,Yes,Computer and Information Systems Manager
2,3,7,8,8,9,5,9,9,5,5,7,8,5,8,3.974984822,Reading,No,Yes,Data Scientist
4,7,3,3,8,3,7,9,9,5,1,5,8,6,1,2.146982715,Sports,No,No,Business Intelligence Analyst
3,2,6,8,7,4,2,7,6,7,4,2,6,6,3,2.973938266,Sports,No,Yes,Cybersecurity Analyst
7,0,9,3,4,4,3,5,7,9,0,8,2,7,0,4.356164715,Sports,No,No,Technical Support Engineer
8,9,3,8,6,3,5,5,4,4,5,5,2,2,1,3.974984822,Sports,No,No,Computer Science Teacher
8,5,9,8,1,5,0,1,5,6,3,4,4,2,8,2.146982715,Sports,No,Yes,Computer Science Teacher
3,8,9,4,6,5,7,8,4,0,2,6,7,8,3,4.356164715,Reading,Yes,No,Computer Programmer
2,4,9,0,1,3,3,1,5,4,9,1,7,4,0,4.356164715,CodingOthers,No,No,Web Developer
1,7,7,4,1,8,0,1,8,8,8,7,9,3,7,2.146982715,Sports,Yes,Yes,Computer Programmer
0,5,9,3,6,6,4,9,4,0,3,3,3,4,6,2.146982715,CodingOthers,No,No,Systems Analyst
4,7,7,1,6,9,9,0,3,7,9,0,9,5,3,3.974984822,Gaming,Yes,No,DevOps Engineer
7,5,6,6,5,0,5,6,2,4,2,5,0,4,9,4.356164715,Music,Yes,Yes,Network Engineer
4,9,6,8,3,7,2,1,7,9,4,2,3,8,3,3.974984822,Sports,No,Yes,Database Administrator
1,0,5,8,1,5,7,4,2,6,7,2,4,1,5,2.146982715,Traveling,No,Yes,Network Administrator
4,7,2,7,6,0,6,6,2,1,8,6,3,4,1,4.356164715,Gaming,Yes,Yes,Blockchain Developer
2,4,4,9,4,4,7,5,3,3,3,1,9,0,6,2.973938266,Gaming,No,Yes,Full Stack Developer
6,6,0,1,1,2,9,5,6,8,4,2,7,6,7,3.974984822,Reading,Yes,No,Web Developer
8,2,0,6,8,8,5,0,7,9,1,7,9,8,6,2.146982715,Sports,No,No,Cybersecurity Analyst
6,2,5,0,8,8,7,6,4,0,0,2,3,4,9,4.356164715,Sports,No,No,Game Developer
6,2,0,9,5,5,8,9,8,2,4,2,7,0,4,2.146982715,Gaming,No,Yes,Database Administrator
4,7,8,4,1,8,3,6,7,2,1,3,6,5,5,4.356164715,Gaming,No,No,Business Intelligence Analyst
7,9,4,9,8,4,8,4,1,1,4,3,8,9,4,2.973938266,Traveling,Yes,No,IT Support Specialist
7,8,6,5,6,7,3,0,7,7,5,5,1,4,5,2.973938266,Gaming,No,No,Computer Network Architect
7,1,5,6,2,2,1,8,1,4,5,1,7,1,9,2.146982715,Reading,Yes,Yes,IT Consultant
4,5,9,3,9,4,5,4,1,3,0,9,7,3,2,2.146982715,Reading,No,No,Computer Systems Analyst
4,4,9,7,8,9,2,5,9,1,4,4,4,6,7,4.356164715,CodingOthers,No,No,Data Scientist
1,1,5,6,9,4,3,5,6,4,5,7,0,2,3,4.356164715,CodingOthers,Yes,No,Web Developer
2,7,1,8,1,1,5,0,4,9,2,4,8,9,0,4.356164715,Music,No,No,Mobile App Developer
2,3,8,9,6,2,2,8,7,5,1,4,3,4,3,3.974984822,Music,No,No,Systems Analyst
6,3,2,4,6,1,6,6,7,8,5,6,0,5,7,2.146982715,Traveling,Yes,Yes,IT Project Manager
7,4,5,8,5,3,8,7,7,6,6,6,0,2,0,4.356164715,CodingOthers,Yes,Yes,Cybersecurity Analyst
5,4,4,3,1,4,9,9,6,8,0,4,0,2,8,4.356164715,Gaming,No,Yes,Cloud Architect
8,4,8,7,5,7,5,2,7,5,9,5,5,1,1,2.973938266,Sports,No,No,Software Engineer
9,7,5,4,7,4,2,0,4,6,9,0,5,0,1,3.974984822,Reading,Yes,Yes,Cybersecurity Analyst
1,8,7,1,0,6,7,4,7,2,9,2,4,8,2,2.146982715,Traveling,No,No,Digital Marketing Specialist
2,2,5,4,1,7,6,7,6,9,7,0,5,0,7,2.146982715,Music,No,Yes,Computer and Information Systems Manager
8,4,2,2,8,1,1,2,8,3,9,7,6,5,1,2.146982715,CodingOthers,No,No,Quality Assurance Engineer
8,4,9,6,4,0,3,6,1,8,2,4,4,8,6,2.973938266,Reading,Yes,Yes,Systems Analyst
9,8,9,5,9,1,6,0,5,1,1,1,3,9,2,4.356164715,Music,Yes,Yes,Technical Support Engineer
1,5,5,9,9,5,0,4,6,2,6,7,4,5,4,3.974984822,Reading,No,Yes,Software Engineer
4,5,5,1,6,1,7,6,1,8,7,7,6,5,5,4.356164715,CodingOthers,No,Yes,Back End Developer
2,4,0,9,8,6,1,4,8,8,5,8,4,9,3,2.973938266,Music,Yes,Yes,Game Developer
8,2,9,9,0,0,0,4,3,6,6,0,3,2,3,4.356164715,CodingOthers,Yes,Yes,UI/UX Designer
4,9,9,5,1,6,5,5,8,8,7,9,6,2,3,3.974984822,Sports,No,Yes,Software Tester
7,1,9,0,1,3,1,8,6,7,4,2,1,4,9,2.973938266,CodingOthers,No,Yes,Research Scientist
8,4,1,0,7,1,8,3,3,9,8,4,4,6,6,2.973938266,Gaming,No,No,Technical Support Engineer
9,6,0,2,4,8,2,1,3,3,2,5,3,3,9,3.974984822,Sports,Yes,No,Network Engineer
5,2,0,1,3,6,4,1,2,9,1,6,6,7,9,4.356164715,Gaming,No,No,IT Support Specialist
7,4,4,0,5,9,4,2,6,4,5,3,2,3,8,3.974984822,Traveling,Yes,Yes,Technical Support Engineer
9,9,3,5,1,3,0,7,5,8,1,8,0,9,3,2.146982715,Sports,Yes,No,Computer and Information Research Scientist
6,7,0,9,5,9,3,7,4,9,9,4,9,8,4,4.356164715,Reading,No,Yes,Computer Network Architect
7,2,5,6,8,1,5,4,1,7,3,7,3,5,4,3.974984822,Music,No,Yes,Computer Hardware Engineer
1,1,3,9,7,0,9,4,1,6,7,3,0,0,7,4.356164715,Gaming,No,No,Software Engineer
7,0,0,5,2,3,4,1,1,5,0,0,8,3,3,2.146982715,Reading,No,No,Research Scientist
0,2,9,8,9,7,8,1,3,1,1,8,5,3,6,2.973938266,Reading,Yes,No,Systems Analyst
5,7,2,8,5,9,0,0,7,0,4,8,9,9,7,3.974984822,Music,No,No,Cybersecurity Analyst
1,6,7,8,5,1,4,0,9,5,8,7,9,9,4,2.146982715,Sports,No,No,Software Developer
0,0,7,6,3,9,4,1,1,7,5,5,1,0,1,3.974984822,Reading,No,Yes,Technical Writer
2,6,1,8,4,2,5,0,3,5,9,8,7,9,2,2.146982715,CodingOthers,Yes,Yes,Computer Hardware Engineer
7,6,2,4,3,0,5,5,7,9,1,0,6,9,0,2.973938266,Music,Yes,Yes,Database Administrator
9,1,2,3,5,9,7,3,9,6,0,0,0,5,9,2.146982715,Reading,Yes,No,Network Engineer
4,1,0,5,8,5,8,2,7,8,2,4,8,0,1,3.974984822,Music,Yes,No,Network Administrator
6,1,7,0,5,0,9,3,0,1,4,4,0,7,4,4.356164715,Traveling,Yes,Yes,Computer and Information Research Scientist
5,6,3,0,5,5,2,7,4,0,4,0,8,5,3,2.146982715,Traveling,No,No,Blockchain Developer
5,9,2,0,2,4,8,4,7,8,8,0,5,9,3,3.974984822,Sports,No,No,Quality Assurance Engineer
3,0,6,5,7,5,9,2,7,7,2,3,9,6,5,4.356164715,Reading,Yes,No,Front End Developer
0,9,4,1,0,4,4,1,4,2,5,7,8,7,2,2.146982715,Reading,Yes,Yes,Software Engineer
0,0,9,0,5,0,5,3,5,4,5,7,2,9,9,2.973938266,Gaming,No,Yes,Software Engineer
1,1,2,2,4,1,5,5,8,0,0,3,5,6,3,2.146982715,Sports,Yes,No,Research Scientist
4,9,6,6,7,9,4,4,9,9,5,2,1,8,0,4.356164715,Traveling,Yes,No,Game Developer
7,2,4,3,8,8,7,5,0,8,7,8,4,7,3,4.356164715,CodingOthers,No,No,Digital Marketing Specialist
7,6,4,1,5,6,7,0,6,8,9,2,5,8,5,4.356164715,Music,No,Yes,Digital Marketing Specialist
8,3,6,7,9,1,3,1,6,3,6,0,0,4,1,2.973938266,Sports,No,Yes,Network Engineer
0,5,9,5,0,3,3,1,9,2,7,8,6,4,4,2.146982715,Traveling,Yes,No,Computer Hardware Engineer
8,2,5,1,4,0,2,6,3,4,1,4,8,2,7,4.356164715,Gaming,No,Yes,Cybersecurity Analyst
7,1,7,4,1,4,3,7,8,5,9,1,8,4,4,3.974984822,Gaming,Yes,No,Technical Writer
1,1,3,5,1,5,9,3,8,9,2,2,5,6,5,3.974984822,Traveling,Yes,No,Machine Learning Engineer
5,4,6,2,7,8,5,9,9,1,5,8,9,5,9,3.974984822,Music,Yes,No,Computer and Information Research Scientist
4,6,1,8,2,5,4,9,1,2,5,0,1,0,4,2.973938266,Gaming,No,Yes,Back End Developer
8,1,0,2,3,4,8,4,1,2,0,2,3,4,8,4.356164715,CodingOthers,Yes,Yes,IT Support Specialist
8,3,6,4,6,6,4,4,3,0,0,4,5,3,1,2.973938266,Reading,No,No,Technical Support Engineer
8,1,7,6,5,7,9,6,6,6,8,9,5,5,1,3.974984822,CodingOthers,No,No,IT Support Specialist
3,8,7,8,1,2,3,8,5,1,0,2,0,8,6,2.146982715,Reading,Yes,No,Back End Developer
4,9,4,8,3,2,3,8,4,6,4,1,8,2,8,2.973938266,CodingOthers,Yes,Yes,Web Developer
4,1,5,7,0,8,9,0,9,1,9,6,0,4,6,2.146982715,Gaming,Yes,No,Front End Developer
1,0,1,5,3,8,9,0,9,8,8,1,0,4,9,2.146982715,CodingOthers,No,Yes,Front End Developer
6,6,5,4,7,4,8,1,7,3,6,9,1,9,7,2.146982715,Traveling,No,Yes,Machine Learning Engineer
1,8,3,8,1,1,1,8,9,6,1,2,0,7,1,3.974984822,Reading,Yes,No,Game Developer
0,2,0,1,1,1,8,6,0,8,7,2,2,0,5,2.973938266,Music,Yes,No,Back End Developer
3,3,5,9,2,0,8,5,5,8,9,7,6,3,1,2.973938266,Reading,Yes,Yes,DevOps Engineer
4,2,9,8,8,4,0,5,7,7,8,9,5,1,3,2.973938266,CodingOthers,Yes,No,UI/UX Designer
4,6,8,9,6,2,1,4,5,1,2,6,6,4,9,3.974984822,Sports,Yes,No,DevOps Engineer
8,1,0,5,3,7,5,8,4,4,7,3,8,5,5,2.973938266,Traveling,No,No,Digital Marketing Specialist
3,0,9,4,8,1,5,9,8,2,7,0,9,4,5,4.356164715,Reading,Yes,Yes,Data Scientist
7,4,5,8,6,0,9,9,0,8,4,2,0,9,4,2.973938266,Sports,No,No,Digital Marketing Specialist
2,9,5,4,0,6,6,7,5,8,8,4,5,5,7,2.146982715,CodingOthers,Yes,Yes,Systems Analyst
2,8,1,0,9,3,7,1,5,9,4,3,4,8,6,3.974984822,Music,No,No,Software Developer
6,6,0,3,4,9,5,9,3,9,0,6,3,8,6,2.146982715,Gaming,Yes,No,Front End Developer
9,8,9,8,5,3,5,9,4,7,3,9,1,0,3,2.146982715,Sports,Yes,Yes,Cybersecurity Analyst
3,3,3,7,3,7,4,0,6,2,8,8,1,2,4,2.146982715,CodingOthers,Yes,No,Business Intelligence Analyst
0,4,2,6,0,0,8,6,0,6,8,6,7,6,0,3.974984822,Reading,No,No,Technical Support Engineer
5,2,6,0,9,3,9,7,5,6,9,5,9,3,8,2.146982715,Gaming,No,Yes,DevOps Engineer
8,6,5,3,7,2,7,5,5,1,1,6,6,2,5,4.356164715,Music,No,No,Game Developer
5,2,0,0,0,6,0,3,1,7,2,2,9,9,1,2.973938266,Reading,No,Yes,Technical Writer
5,1,2,8,3,4,3,6,4,1,8,6,0,6,1,4.356164715,Gaming,Yes,No,Machine Learning Engineer
7,6,1,9,6,8,8,6,9,0,2,2,8,9,3,4.356164715,CodingOthers,No,Yes,Systems Analyst
8,9,4,8,6,4,8,5,8,7,9,8,9,3,6,2.973938266,CodingOthers,No,Yes,Business Intelligence Analyst
6,0,4,2,0,2,0,0,6,8,4,7,9,9,2,2.973938266,Gaming,No,Yes,Computer Systems Manager
2,4,7,1,6,3,8,7,3,1,5,1,6,9,1,2.973938266,Reading,No,No,Computer Systems Manager
8,2,6,3,1,8,7,5,5,7,3,7,3,0,4,4.356164715,Gaming,Yes,No,Business Intelligence Analyst
7,5,8,2,9,4,6,1,6,6,5,4,8,3,5,2.973938266,Sports,Yes,No,Data Scientist
5,9,7,4,0,6,0,8,0,2,1,1,6,2,4,2.973938266,Gaming,Yes,No,Cybersecurity Analyst
5,5,5,8,2,2,3,6,9,0,6,8,7,2,5,2.146982715,Gaming,No,No,Technical Writer
4,7,8,3,4,6,4,1,5,7,7,0,9,0,0,4.356164715,Music,No,No,Quality Assurance Engineer
9,6,9,8,4,6,5,0,1,2,9,0,8,5,0,2.973938266,Reading,No,Yes,Computer and Information Research Scientist
1,8,9,0,1,9,8,3,8,9,3,4,5,0,8,2.146982715,Traveling,Yes,No,Cloud Architect
2,2,5,2,5,6,0,8,4,9,2,5,1,0,5,2.973938266,CodingOthers,No,No,Computer Science Teacher
4,8,5,6,0,2,5,4,4,1,4,3,7,0,3,2.973938266,Gaming,Yes,No,Computer Systems Analyst
9,9,1,8,0,2,9,7,1,9,1,0,8,1,9,2.146982715,Sports,Yes,Yes,IT Support Specialist
5,0,9,3,7,5,7,9,3,0,9,0,4,7,0,2.973938266,Reading,No,Yes,Full Stack Developer
8,8,4,5,5,4,1,9,7,0,6,9,0,8,2,2.146982715,Traveling,No,Yes,Mobile App Developer
6,9,9,7,4,4,5,4,4,7,1,2,4,2,0,2.973938266,Reading,No,No,Database Administrator
7,1,8,6,8,4,4,4,2,8,8,5,0,3,4,2.146982715,Gaming,No,Yes,Computer Programmer
4,3,5,0,9,3,4,5,8,3,1,4,7,7,0,4.356164715,CodingOthers,No,No,Artificial Intelligence Engineer
0,2,0,6,5,6,7,3,6,2,6,8,7,7,7,4.356164715,CodingOthers,No,Yes,Computer Network Architect
9,7,2,5,3,1,4,8,7,7,9,6,4,0,7,4.356164715,Music,Yes,No,Computer Science Teacher
6,0,5,2,2,8,3,5,6,9,0,0,9,3,6,4.356164715,Sports,Yes,No,IT Project Manager
1,4,7,4,7,9,2,1,3,5,0,1,6,3,8,2.973938266,Music,Yes,Yes,Cybersecurity Analyst
